x,y,z,yaw
-208.3333334925062,-4.179061400796124,250.00000019478105,1.6962394707073771
-208.33333339420395,-4.184520028817065,250.00000000926516,1.6961851359881805
-166.66666656692965,-3.3518806053608663,199.99999979632335,1.3569750433127596
-104.16666644293527,-2.0982395554590227,124.99999967428248,0.8480881716723464
-119.04761862240775,-2.400852148953958,142.85714229129243,0.9692344438972226
-104.16666612774655,-2.103251729334643,124.99999931996349,0.8481136666549998
-69.4444439223202,-1.4043775019228086,83.33333270101487,0.5654074637801236
-83.3333325473428,-1.6872578855158507,99.99999906422764,0.678483469252429
-75.75757489565672,-1.535634632175957,90.90908989168236,0.616804199004711
-52.08333259976968,-1.057365651516853,62.4999991363299,0.4240222672285336
-64.10256306534713,-1.3028655793426278,76.92307569831986,0.5219131137619369
-59.52380843346428,-1.2111896173380283,71.42857013325133,0.484572532225199
-41.66666578283404,-0.8491262065530152,49.999998937732954,0.33925868890231636
-52.08333211445066,-1.06262039077137,62.49999851929204,0.424044532633318
-49.01960658821271,-1.0012546104651932,58.823527869019166,0.39907053683521804
-34.72222123158268,-0.7102999118815242,41.666665427763085,0.28270118448484505
-43.85964777547813,-0.8982421063297681,52.63157723948138,0.3570916181401909
-41.66666529602811,-0.8543001079582708,49.99999823843049,0.3392549459516504
-29.761903697305804,-0.6111382744002063,35.714284320360456,0.24228555872082888
-37.87878644303263,-0.7786942650021692,45.454543548315876,0.30840657504524993
-36.23188260815637,-0.7456815643421518,43.47825891794871,0.2949835247399151
-26.041665552260625,-0.5367670474107207,31.249998472605014,0.21200935024712655
-33.33333183838368,-0.6878379069155636,39.999997923857016,0.27139903712603747
-32.05128054874632,-0.6621288396438156,38.4615363478968,0.2609353253138571
-23.148147001172024,-0.4789227604828068,27.7777761374416,0.18847790914918755
-29.761903228440833,-0.6164507692566361,35.714283494929774,0.24229788948798245
-28.735630647201496,-0.5958628862863952,34.48275637097193,0.23395679525403987
-20.833332165659478,-0.4326473313705221,24.99999826536829,0.1696151520769943
-26.881718872202494,-0.5588804974267517,32.25806217752418,0.21884505205245736
-26.041665108283738,-0.542021799572593,31.249997637218083,0.2120243106695495
-18.939392758829246,-0.3947856168617454,22.727270914623883,0.15420633186706764
-24.509802348388003,-0.5114696855599586,29.41176226872024,0.19956175759845896
-23.809522237511175,-0.49741061361126904,28.571426115256408,0.19387290401266782
-17.36110992259619,-0.3632341881887157,20.833331456374598,0.14134751561850192
-22.522520939812587,-0.4717471135293826,27.027024508577956,0.18338239318138128
-21.929822980745488,-0.4598432991595459,26.31578694041524,0.1785534987695299
-16.025639832133024,-0.3365368254714286,19.230767300736,0.13048133350696278
-20.833331744475416,-0.4379829272914115,24.99999741433514,0.1696046152257997
-20.325201665623613,-0.42777364045343713,24.390241305268358,0.16547709491025683
-14.880951184118313,-0.31365337168101554,17.857140883044515,0.12115970698664784
-19.379843368099912,-0.40893002280230834,23.255811311843935,0.15777682004813434
-18.93939234881319,-0.4000771169680919,22.72727007669103,0.1541864288390221
-13.888887689580969,-0.2938210450162132,16.666664655624423,0.11307414582270031
-18.115940432504843,-0.3836666275313762,21.739127746010663,0.14750474376941652
-17.73049485991359,-0.3759163198224018,21.27659304894555,0.14434750770018542
-13.02083213192111,-0.2764677591386881,15.624997957597307,0.10600936704980489
-17.006801121684155,-0.3614967091738116,20.408160536333206,0.1384602485426774
-16.666665069621335,-0.3546548182787166,19.99999726556246,0.13569323131829594
-12.254900757418723,-0.26115603626729783,14.705880283528423,0.09977021904965762
-16.025639423470377,-0.3418848582718987,19.23076646701047,0.13047454060071392
-15.723268840291084,-0.335800279130808,18.867921760213637,0.12800735737940452
-11.574072868794623,-0.24754561590867855,13.888886795880333,0.09423254177250578
-15.1515135466365,-0.32441248197981454,18.181815387531476,0.12335764487045742
-14.880950778133004,-0.31896586914714337,17.857140059398546,0.12115827516686864
-10.964911073523057,-0.23536787135816983,13.157892622943388,0.0892715034848761
-14.367814484403036,-0.30874759286827685,17.241376488924224,0.11698261643793796
-14.124292179694612,-0.3038434330412014,16.949149718167615,0.1150041435422268
-10.416665457615373,-0.22440790125132679,12.499997867390864,0.08480937024890631
-13.661200575631257,-0.29462351250921465,16.39343977714597,0.1112337674167448
-13.44085860672658,-0.2901844584836366,16.12902941000647,0.10942754004679042
-9.920633709768522,-0.2144917378156418,11.9047597552315,0.08077393127212006
-13.020831720664082,-0.2818235646780124,15.624997132083605,0.10600937985866273
-12.820511209596813,-0.2777863123425204,15.384612514875952,0.10437904034989194
-9.46969575710037,-0.2054770437813136,11.36363419868609,0.0770893125534185
-12.437809330224033,-0.2701698808302694,14.925370246223862,0.101269345128035
-12.25490034743074,-0.26648212027217183,14.705879463366717,0.09976755416649395
-9.057969800263596,-0.19724623618510925,10.869563038311052,0.07375198665695638
-11.904760287476503,-0.2595150841705259,14.28571137908234,0.09693150185899499
-11.737087586233573,-0.25613321204025685,14.084504134455072,0.09555273970940643
-8.680554339801855,-0.18970132922338326,10.416664474582184,0.070677248184572
-11.415523494787609,-0.24973602422471244,13.698627213283372,0.0929443356715206
-11.261259643490762,-0.2466234044781088,13.513510588904351,0.09168227988491905
-8.33333211616276,-0.1827600148204074,9.999997795909051,0.06784699229073209
-10.964910659407028,-0.24072899532967448,13.157891797360854,0.08926967955470487
-10.822509202777686,-0.23785462088422693,12.987010046850925,0.08810955720949795
-8.012819294353159,-0.17635264768091816,9.615382400171361,0.06523279055181173
-10.548521583689201,-0.23240604458074912,12.658224893993953,0.08588469365545662
-10.416665045128507,-0.22974349606194625,12.499997045412497,0.0848123586993279
-7.71604816304434,-0.17041990033095003,9.25925703372899,0.06281953439698318
-10.162600001315113,-0.22469209022981812,12.195118983534412,0.08274335430115984
-10.040159019358105,-0.2222187176139396,12.0481898030954,0.08174507849083505
-7.44047496969708,-0.16491092064987273,8.928569193445295,0.06057593649068159
-9.803919942417007,-0.21752265030489087,11.764702902030786,0.07981916644211516
-9.68992085587047,-0.2152189237099053,11.627903996271176,0.07889475934328845
-7.1839068241740485,-0.15978187060265642,8.620687411105157,0.05849199750220867
-9.469695342086927,-0.21084203583017472,11.363633371532773,0.0770999798053592
-9.36329425397044,-0.20869102602478742,11.235952064061319,0.07623417210243193
-6.944443221690252,-0.15499475722564943,8.333331080919532,0.05654516976296182
-9.157507528965052,-0.20459716341816456,10.989007986632275,0.07455503650800523
-9.057969386974937,-0.20258886079773938,10.86956221439073,0.07375484774229966
-6.720428883882771,-0.15051648987314953,8.06451386881319,0.05471634165775477
-8.865246596822866,-0.1987600734832982,10.638294858931056,0.0721740842899232
-8.77192819580331,-0.19687209547989093,10.526312776275836,0.07141873102766733
-6.510415442196428,-0.14631811423022517,7.812497732462837,0.05300448013738258
-8.59106366083539,-0.19327959571781153,10.309275327443904,0.06994678296450389
-8.503399730622128,-0.1915053362018975,10.204078609886633,0.06923409221267293
-6.313130087885302,-0.14237418559592718,7.575755301348985,0.05139946921801326
