time;x;y;yaw;x_gt;y_gt;yaw_gt;error_x;error_y;error_yaw;RMS
57.5;-247.9122562445;296.1962881157;-1.0005352629;-247.7594331522;296.5092044232;-1.000313835;0.1528230923;0.3129163075;0.0002214279;0.3482406669
58;-247.8817820685;296.0630900666;-1.0002167218;-247.6679618196;296.3666515209;-1.0003326296;0.2138202489;0.3035614543;0.0001159078;0.3713067045
58.5;-247.8288230572;296.0010191446;-1.0004547145;-247.5757870103;296.2229963772;-1.0003515517;0.2530360469;0.2219772325;0.0001031628;0.3366023521
59;-247.6551408902;295.8195052325;-1.0005384664;-247.4829190327;296.0782549269;-1.0003705977;0.1722218576;0.2587496945;0.0001678687;0.310824389
59.5;-247.5218201664;295.6155911723;-1.0003395525;-247.3893680498;295.9324428808;-1.0003897625;0.1324521166;0.3168517085;0.00005021;0.3434218556
60;-247.4875838986;295.475047674;-1.0005401375;-247.295233291;295.7857147878;-1.0004086989;0.1923506076;0.3106671138;0.0001314385;0.3653940737
60.5;-247.3437123884;295.3104479172;-1.000509195;-247.2100895626;295.6529961822;-1.0004167766;0.1336228258;0.3425482649;9.24183508117515E-05;0.3676878866
61;-247.2947229786;295.2411073179;-1.0004933073;-247.1512958454;295.5613489923;-1.0004156106;0.1434271332;0.3202416744;7.7696694716245E-05;0.3508932582
61.5;-247.2303549417;295.2440173179;-1.0003635258;-247.1202900555;295.5130176378;-1.0004371334;0.1100648862;0.2690003199;7.36076176772737E-05;0.2906466182
62;-247.2214278725;295.1950886601;-1.00036724;-247.1100256754;295.4970186766;-1.0004611859;0.111402197;0.3019300165;9.39458636435298E-05;0.3218263401
62.5;-247.2053305505;295.1689798592;-1.0004417933;-247.1117291558;295.4996763156;-1.0004874178;0.0936013948;0.3306964564;4.5624474912298E-05;0.3436878954
63;-247.2411823311;295.1944831609;-1.0006000427;-247.118411073;295.5100953626;-1.0005166149;0.1227712581;0.3156122017;8.34277813033246E-05;0.3386500416
63.5;-247.2373935976;295.2301059526;-1.0006285304;-247.1257780126;295.5215827351;-1.0005756269;0.111615585;0.2914767826;5.29034758844915E-05;0.312116575
64;-247.2468618933;295.2564871571;-1.0007226097;-247.1318510349;295.5310531404;-1.0005917437;0.1150108585;0.2745659833;0.0001308659;0.297681027
64.5;-247.2629543103;295.1840917447;-1.0005115322;-247.1361606661;295.5377744735;-1.0006210732;0.1267936442;0.3536827287;0.000109541;0.3757234526
65;-247.2790651468;295.0757824707;-1.0005585788;-247.1389918044;295.5421909164;-1.0006209184;0.1400733423;0.4664084457;6.23395904630897E-05;0.4869880731
65.5;-247.3738577891;295.0228960265;-1.0005632603;-247.1408603254;295.5451068516;-1.0006149253;0.2329974636;0.5222108251;5.16650515232087E-05;0.5718321139
66;-247.3364088804;295.0363559293;-1.0006964559;-247.1422337521;295.5472513094;-1.0006192357;0.1941751283;0.5108953801;7.72201968914921E-05;0.5465510734
66.5;-247.3230190498;295.0391080767;-1.0006641719;-247.1434300129;295.5491200418;-1.0006358649;0.1795890369;0.5100119651;2.83069120614599E-05;0.54070734
67;-247.4380587172;294.998010066;-1.0006506031;-247.1446166641;295.5509742837;-1.0006602197;0.2934420531;0.5529642177;9.61662779142003E-06;0.6260013296
67.5;-247.5259196284;295.0342847833;-1.0007129747;-247.1458527162;295.5529059957;-1.0006877072;0.3800669123;0.5186212124;2.5267477567148E-05;0.6429765317
68;-247.5937092841;295.0080475043;-1.0007798098;-247.1471363066;295.5549122198;-1.0007150029;0.4465729775;0.5468647155;6.48068329287543E-05;0.7060371418
68.5;-247.601865298;294.9685744166;-1.000603459;-247.1484413904;295.5569522996;-1.0007399984;0.4534239076;0.5883778831;0.0001365394;0.7428201612
69;-247.5976996989;295.0128034645;-1.0008603678;-247.1497396261;295.5589820075;-1.000761565;0.4479600727;0.546178543;9.88027190282903E-05;0.7063846242
69.5;-247.6398531763;295.0158921747;-1.0008690904;-247.1510100309;295.5609685978;-1.0007792996;0.4888431455;0.5450764231;8.97908788870527E-05;0.7321720672
70;-247.6538157994;295.0487068723;-1.0006208816;-247.1522408897;295.5628937831;-1.0007932727;0.5015749097;0.5141869108;0.0001723911;0.7183074544
70.5;-247.6001610489;295.0513322202;-1.0006910978;-247.1534279378;295.5647508966;-1.0008037979;0.4467331111;0.5134186764;0.0001127;0.6805653698
71;-247.6103223988;295.156061198;-1.0006646719;-247.1545715144;295.5665404515;-1.0008112503;0.4557508845;0.4104792535;0.0001465784;0.6133531672
71.5;-247.59195944;295.169384323;-1.0009693213;-247.1556740888;295.5682662822;-1.0008159576;0.4362853512;0.3988819592;0.0001533638;0.5911444397
72;-247.6214566448;295.1507758993;-1.0007675552;-247.1567386343;295.5699330073;-1.0008181572;0.4647180105;0.419157108;0.000050602;0.6258238674
72.5;-247.6392979189;295.2487581103;-1.0008727332;-247.1577678054;295.5715447468;-1.0008180011;0.4815301135;0.3227866364;0.000054732;0.5797089493
73;-247.6424850671;295.2058222666;-1.000758258;-247.158763679;295.5731047181;-1.0008155816;0.4837213881;0.3672824515;5.73236023710955E-05;0.6073572127
73.5;-247.5842755649;295.1947278913;-1.000681416;-247.1597277994;295.5746153074;-1.0008109613;0.4245477655;0.379887416;0.0001295453;0.5696975258
74;-247.6371601345;295.2030213839;-1.0008053489;-247.1606613373;295.5760783174;-1.0008041971;0.4764987972;0.3730569335;1.15188110427766E-06;0.6051632667
74.5;-247.6542046428;295.1997293975;-1.0007677117;-247.1615652511;295.5774952193;-1.0007953536;0.4926393917;0.3777658218;0.000027642;0.6208064007
75;-247.6611966436;295.140333899;-1.000904271;-247.1624404042;295.5788673363;-1.0007845104;0.4987562394;0.4385334374;0.0001197606;0.6641305417
75.5;-247.6877043059;295.2071849223;-1.0007301461;-247.1632876322;295.5801959477;-1.0007717617;0.5244166737;0.3730110254;4.16155993494538E-05;0.6435449281
76;-247.7017978961;295.1093418597;-1.000674;-247.1641077696;295.5814823316;-1.0007572154;0.5376901265;0.4721404719;8.3215357094435E-05;0.715560832
76.5;-247.7274845121;295.148354694;-1.0005712416;-247.1649016541;295.5827277709;-1.0007409891;0.562582858;0.4343730769;0.0001697474;0.7107597842
77;-247.7386125804;295.145793904;-1.0008425669;-247.1656701196;295.5839335425;-1.0007232079;0.5729424608;0.4381396385;0.000119359;0.721269312
77.5;-247.681041364;295.0776482984;-1.0007415651;-247.166413987;295.5851009034;-1.0007040023;0.514627377;0.507452605;3.75628701516639E-05;0.7227374938
78;-247.6818596626;295.1121747579;-1.0007519325;-247.1671340571;295.5862310796;-1.000683506;0.5147256055;0.4740563216;6.84265763593039E-05;0.6997655677
78.5;-247.6877137486;295.0778185268;-1.0006998619;-247.1678311065;295.5873252594;-1.0006618552;0.5198826421;0.5095067326;3.80066670855328E-05;0.727925184
79;-247.6397213268;295.0505594401;-1.0004964734;-247.1685058858;295.5883845913;-1.0006391875;0.4712154411;0.5378251512;0.0001427141;0.7150523795
79.5;-247.7533504145;295.0968816341;-1.0005040062;-247.1691591198;295.5894101841;-1.0006156405;0.5841912947;0.49252855;0.0001116343;0.7641098441
80;-247.7883802427;295.0643713767;-1.0006524693;-247.1697915088;295.5904031085;-1.0005913514;0.6185887339;0.5260317318;0.000061118;0.8120107193
80.5;-247.8113574528;295.0193044054;-1.0006463803;-247.1704037292;295.5913643994;-1.0005664555;0.6409537235;0.572059994;7.99247687264248E-05;0.8591125181
81;-247.8039334187;295.0441967223;-1.0005395194;-247.1709964356;295.5922950579;-1.0005410861;0.6329369831;0.5480983356;1.56667493755869E-06;0.8372699745
81.5;-247.7936725223;295.0824970046;-1.0004667003;-247.171570261;295.5931960526;-1.0005153727;0.6221022614;0.5106990479;4.86724686565854E-05;0.8048756075
