time;x;y;yaw;x_gt;y_gt;yaw_gt;error_x;error_y;error_yaw;RMS
60;-248.8458630505;306.995701128;-1.2381578391;-248.8507853614;297.1318911978;-1.2363105007;0.0049223109;9.8638099302;0.0018473383;9.8638113314
60.5;-248.8464641537;307.1640466171;-1.2356130179;-248.8510863543;297.1327318917;-1.2351347543;0.0046222005;10.0313147254;0.0004782636;10.0313158017
61;-248.8464641537;307.1640466171;-1.2356130179;-248.8513753929;297.1335468205;-1.2339473212;0.0049112392;10.0304997965;0.0016656966;10.0305011372
61.5;-248.8470181917;307.332290446;-1.2333901743;-248.8516256011;297.1342588383;-1.2328747964;0.0046074094;10.1980316077;0.0005153779;10.1980326615
62;-248.8470181917;307.332290446;-1.2333901743;-248.8519190389;297.1351023362;-1.2315660808;0.0049008472;10.1971881099;0.0018240935;10.1971894507
62.5;-248.8475282115;307.5004385258;-1.2310888142;-248.8521743765;297.1358443856;-1.2303841154;0.004646165;10.3645941403;0.0007046988;10.3645952056
63;-248.8475282115;307.5004385258;-1.2310888142;-248.8524192164;297.1365635844;-1.2292142457;0.0048910049;10.3638749415;0.0018745685;10.3638762651
63.5;-248.8479975033;307.6684965138;-1.2285911893;-248.8526539298;297.1372606271;-1.2280601669;0.0046564265;10.5312358867;0.0005310224;10.5312369295
64;-248.8479975033;307.6684965138;-1.2285911893;-248.8528788279;297.1379360212;-1.2269248677;0.0048813246;10.5305604927;0.0016663216;10.5305617558
64.5;-248.848428522;307.8364695578;-1.2263988201;-248.8530943223;297.138590535;-1.2258108297;0.0046658003;10.6978790228;0.0005879904;10.6978800564
65;-248.848428522;307.8364695578;-1.2263988201;-248.8533008843;297.1392250907;-1.2247196532;0.0048723623;10.6972444671;0.001679167;10.6972457085
65.5;-248.8488248419;308.0043637796;-1.2240828068;-248.8534988285;297.1398401578;-1.2236527295;0.0046739867;10.8645236218;0.0004300773;10.8645246357
66;-248.8488248419;308.0043637796;-1.2240828068;-248.8536884877;297.1404362446;-1.2226110721;0.0048636458;10.863927535;0.0014717347;10.8639287234
66.5;-248.8491890773;308.1721832696;-1.2218473133;-248.8538702081;297.1410138881;-1.2215953791;0.0046811308;11.0311693815;0.0002519342;11.0311703776
67;-248.8491890773;308.1721832696;-1.2218473133;-248.8540443426;297.1415736376;-1.2206060901;0.0048552653;11.030609632;0.0012412232;11.0306107704
67.5;-248.8495234424;308.3399326003;-1.220211414;-248.8542112446;297.1421160387;-1.2196434303;0.0046878022;11.1978165616;0.0005679837;11.1978175573
68;-248.8495234424;308.3399326003;-1.220211414;-248.8543712628;297.1426416234;-1.218707449;0.0048478204;11.1972909769;0.001503965;11.1972921274
68.5;-248.8498311007;308.5076159095;-1.2183162889;-248.8545247394;297.1431509052;-1.2177980521;0.0046936387;11.3644650043;0.0005182368;11.3644659854
69;-248.8498311007;308.5076159095;-1.2183162889;-248.8546574792;297.1435955323;-1.2170021875;0.0048263785;11.3640203771;0.0013141014;11.364021478
69.5;-248.8501145277;308.6752370448;-1.2166306529;-248.8548132875;297.1441222247;-1.2160582155;0.0046987598;11.5311148201;0.0005724375;11.5311157916
70;-248.8501145277;308.6752370448;-1.2166306529;-248.8549491263;297.1445855359;-1.2152270191;0.0048345986;11.5306515089;0.0014036338;11.5306526079
70.5;-248.8503765589;308.8428000885;-1.2148694142;-248.8550668887;297.1449901952;-1.2145005302;0.0046903299;11.6978098933;0.000368884;11.6978108394
