time,x,y,x_gt,y_gt,error_x,error_y
9.5,-249.90594693813296,299.97412453923101,-250.00003221103651,299.99995982651222,0.094085272903555506,0.025835287281211095
10.0,-250.22301790481805,300.78463969684361,-250.00003729651181,299.99995269027164,0.22298060830624422,0.78468700657197132
10.5,-250.2507501181243,300.52729061034898,-250.00004288446851,299.99994510859869,0.25070723365578829,0.52734550175028971
11.0,-250.55051735766807,300.67702676527267,-250.00004897963208,299.99993712031187,0.55046837803598692,0.67708964496080171
11.5,-249.94304501397903,300.31215535053894,-250.00005558232209,299.99992876644222,0.057010568343059731,0.31222658409672022
12.0,-249.86296913235918,300.09852762968501,-250.0000626885319,299.99992008968371,0.13709355617271513,0.098607540001296456
12.5,-250.16047894752052,300.25115056405502,-250.00007029005181,299.99991113388535,0.16040865746870736,0.25123943016967587
13.0,-250.33595325783534,300.55892237724584,-250.0000783746282,299.99990194358645,0.33587488320713987,0.55902043365938425
13.5,-250.42792341870484,300.59595797182806,-250.0000869261566,299.99989256359373,0.42783649254823786,0.59606540823432397
14.0,-250.63668376864501,300.39685586143594,-250.00009592490048,299.99988303859783,0.63658784374453603,0.39697282283810864
14.5,-251.04888802945476,300.49497686727273,-250.00010534773074,299.99987341282281,1.0487826817240204,0.49510345444991799
15.0,-251.03420337941139,299.94626303037444,-250.00011516838134,299.99986372971222,1.0340882110300527,0.053600699337778224
15.5,-251.47039392190368,300.15301662651069,-250.00012535771705,299.99985403164374,1.4702685641866253,0.15316259486695571
16.0,-251.20322109421869,300.45675260620061,-250.00013588401188,299.99984435967605,1.2030852102068081,0.45690824652456286
16.5,-250.99919867824093,300.54944496298032,-250.00014671323214,299.99983475332607,0.99905196500878901,0.54961020965424723
17.0,-250.84952899457315,301.0528360854027,-250.00015780932569,299.99982525037291,0.84937118524746325,1.0530108350297951
17.5,-251.03572749911422,301.73221536845926,-250.00016913451313,299.99981588669283,1.0355583646010871,1.7323994817664357
18.0,-250.67740635465557,301.29520658224317,-250.00018064957897,299.99980669612023,0.67722570507660862,1.2953998861229366
18.5,-250.41906622444475,301.35943249919478,-250.00019231416161,299.99979771033361,0.41887391028313914,1.3596347888611717
19.0,-250.6239473436934,301.64488455157181,-250.00020408704,299.99978895876791,0.62374325665339825,1.6450955928038979
19.5,-250.31415077654319,301.72211619103842,-250.00021592641511,299.99978046854886,0.31393485012807787,1.7223357224895608
20.0,-250.48175473143084,301.82106867310648,-250.00022779018587,299.99977226444946,0.4815269412449652,1.8212964086570196
20.5,-250.30715794112899,301.85776268280347,-250.00023963621658,299.99976436886698,0.3069183049124149,1.8579983139364913
21.0,-250.78263003177079,302.17611607779338,-250.00025142259568,299.99975680181882,0.78237860917511171,2.176359275974562
21.5,-250.66348354129292,302.5380850291254,-250.00026310788462,299.99974958095555,0.6632204334082985,2.5383354481698461
22.0,-251.11662372312,302.52642340735889,-250.00027465135565,299.99974272159011,1.1163490717643469,2.5266806857687811
22.5,-251.05486171011708,303.04720585363708,-250.00028601321733,299.99973623674038,1.0545756968997466,3.0474696168967057
23.0,-250.82919478299797,302.63181229050304,-250.00029715482714,299.99973013718568,0.82889762817083579,2.6320821533173557
23.5,-250.6568183272413,302.94185488285723,-250.00030803893367,299.99972443179831,0.65651028830762925,2.9421304510589152
24.0,-250.90508332737429,302.45322088050386,-250.00031862964568,299.99971912664199,0.90476469772860924,2.4535017538618717
24.5,-250.8046113142824,301.93476788848733,-250.00032889290947,299.99971422621672,0.80428242137293182,1.9350536622706045
