time,x,y,yaw,x_gt,y_gt,yaw_gt,error_x,error_y,error_yaw,RMS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,-249.99999998844302,299.99999998228492,-1.0000000245099736,249.99999998844302,299.99999998228492,1.0000000245099736,390.5137641410882
1.0,0.0,0.0,0.0,-249.99999998558837,300.00000002830143,-1.0000006605520737,249.99999998558837,300.00000002830143,1.0000006605520737,390.5137641762402
1.5,-249.99999975807435,300.00000002091298,-0.99991485113507761,-250.00000014549977,300.00000033257396,-1.0000003945902305,3.8742541619285475e-07,3.1166098324320046e-07,8.5543455152881087e-05,8.554490020167519e-05
2.0,-249.99999975807435,300.00000002091298,-0.99991485113507761,-250.00000052107629,300.00000083915336,-0.99999937616477863,7.630019354110118e-07,8.182403803402849e-07,8.4525029701021381e-05,8.453243362894508e-05
2.5,-250.00000088908249,300.00000078293345,-1.0000040058291366,-250.00000109314627,300.00000138733913,-0.99999864051638876,2.040637809841428e-07,6.0440567040132009e-07,5.3653127478625606e-06,5.403103656556971e-06
3.0,-250.00000088908249,300.00000078293345,-1.0000040058291366,-250.00000182044113,300.00000178620621,-0.99999836709298373,9.313586417647457e-07,1.0032727573161537e-06,5.6387361528908997e-06,5.802527944532581e-06
3.5,-250.00000345363841,300.00000094534084,-1.000150653617627,-250.00000267686281,300.00000187201164,-0.99999916464636418,7.7677560739175533e-07,9.2667079343300429e-07,0.00015148897126282534,0.00015149379694684784
4.0,-250.00000345363841,300.00000094534084,-1.000150653617627,-250.00000365789981,300.00000151948177,-1.0000010241792872,2.0426139712981239e-07,5.7414092680119211e-07,0.00014962943833984887,0.00014963067926872757
4.5,-250.00000726867398,299.99999941844993,-1.0001307757834776,-250.00000478002008,300.00000064282887,-1.0000030768115111,2.4886539051749423e-06,1.224378934239212e-06,0.00012769897196651669,0.0001277290880862287
5.0,-250.00000726867398,299.99999941844993,-1.0001307757834776,-250.00000607789613,299.99999919329656,-1.0000054276894825,1.1907778514341771e-06,2.251533715025289e-07,0.0001253480939951146,0.000125353952128125
5.5,-250.00001233068093,299.99999570775333,-0.99984088182051678,-250.00000759417807,299.9999971445543,-1.0000080260309612,4.7365028592594172e-06,1.436800971532648e-06,0.00016714421044439209,0.00016721748096848847
6.0,-250.00001233068093,299.99999570775333,-0.99984088182051678,-250.00000937387148,299.99999448494924,-1.000010826703855,2.9568094532805844e-06,1.2228040873196733e-06,0.00016994488333821334,0.0001699750021174229
6.5,-250.00001872924318,299.99998968041871,-1.0000155597824938,-250.00001146056545,299.99999121228103,-1.0000137928153139,7.2686777343733411e-06,1.5318623241000751e-06,1.7669671799058762e-06,7.635604180484775e-06
7.0,-250.00001872924318,299.99998968041871,-1.0000155597824938,-250.00001389440416,299.99998733101705,-1.0000168926016759,4.8348390180308343e-06,2.3494016545555496e-06,1.3328191821315727e-06,5.538209407106199e-06
7.5,-250.00002652967532,299.99998133630567,-0.99995240106087868,-250.00001671121291,299.99998285108694,-1.0000200970863609,9.818462416433249e-06,1.5147812746363343e-06,6.7696025482177902e-05,6.842111247719217e-05
8.0,-250.00002652967532,299.99998133630567,-0.99995240106087868,-250.00001994224729,299.99997778746376,-1.00002337866965,6.5874280323896528e-06,3.5488419030116347e-06,7.0977608771283229e-05,7.137092849209562e-05
8.5,-250.00003575523073,299.99997074716697,-1.0001096061600587,-250.00002361419752,299.99997215999895,-1.0000267104783662,1.2141033209900343e-05,1.4128319776318676e-06,8.2895681692507495e-05,8.379197351098997e-05
9.0,-250.00003575523073,299.99997074716697,-1.0001096061600587,-250.00002774925048,299.99996599322151,-1.0000300662045722,8.0059802485266118e-06,4.7539454612888221e-06,7.953995548648507e-05,8.008308333212909e-05
9.5,-250.00004638769343,299.99995803991192,-1.0000043091637474,-250.00003236513021,299.99995931600461,-1.000033420190199,1.402256322080575e-05,1.2760926892951829e-06,2.9111026451644761e-05,3.233747907462064e-05
10.0,-250.00004638769343,299.99995803991192,-1.0000043091637474,-250.00003747510704,299.99995216110102,-1.0000367475906911,8.9125863951267092e-06,5.8788108958651719e-06,3.2438426943670606e-05,3.415034635812345e-05
10.5,-250.00005838683336,299.99994340162147,-1.0001622411290803,-250.0000430879972,299.99994456459353,-1.000040024526363,1.5298836160582141e-05,1.1629720688688394e-06,0.0001222166027172733,0.0001231759102732881
11.0,-250.00005838683336,299.99994340162147,-1.0001622411290803,-250.00004920817531,299.99993656531552,-1.0000432281869298,9.1786580469488399e-06,6.8363059426701511e-06,0.00011901294215044267,0.00011956196402614511
11.5,-250.00007167868623,299.99992705678005,-0.99997117780920308,-250.00005583561983,299.99992820427656,-1.0000463368875894,1.584306639301758e-05,1.1474965049274033e-06,7.5159078386288769e-05,7.681931114530177e-05
12.0,-250.00007167868623,299.99992705678005,-0.99997117780920308,-250.0000629659967,299.99991952411744,-1.0000493300888726,8.712689520962158e-06,7.5326626074456726e-06,7.8152279669563285e-05,7.899639727352083e-05
12.5,-250.00008617372251,299.99990926911721,-1.0000402295347806,-250.0000705907853,299.9999105686079,-1.0000521883950404,1.5582937209046577e-05,1.2994906910535065e-06,1.1958860259841941e-05,1.968580571964607e-05
13.0,-250.00008617372251,299.99990926911721,-1.0000402295347806,-250.00007869744101,299.99990138218539,-1.0000548935433509,7.4762814961104596e-06,7.8869318258512067e-06,1.4664008570308695e-05,1.8251893764341147e-05
